NCTId,BriefTitle,OfficialTitle,OverallStatus,StartDate,PrimaryCompletionDate,CompletionDate,LastUpdatePostDate,StudyFirstPostDate,StudyType,Phase,EnrollmentCount,EnrollmentType,LeadSponsorName,LeadSponsorClass,Collaborators,CollaboratorClasses,Conditions,Keywords,LocationCountry,LocationCity,LocationState,TotalLocations,InterventionNames,InterventionTypes,PrimaryOutcomeMeasures,SecondaryOutcomeMeasures,HasResults,ResultsFirstPostDate
NCT05906992,"A Study to Compare Efficacy, Pharmacokinetics, Pharmacodynamics and Safety of CT-P53 and Ocrevus in Patients With Relapsing-remitting Multiple Sclerosis","A Double-blind, Randomized, Active-controlled, Parallel Group, Phase 1/3 Study to Compare Efficacy, Pharmacokinetics, Pharmacodynamics and Safety of CT-P53 and Ocrevus in Patients With Relapsing-remitting Multiple Sclerosis",RECRUITING,2024-01-11,2027-02,2029-01,2024-05-22,2023-06-18,INTERVENTIONAL,PHASE3,512.0,ESTIMATED,Celltrion,INDUSTRY,,,Relapsing-remitting Multiple Sclerosis,,Poland,Poznan,,1,CT-P53|US-Ocrevus|EU-Ocrevus,BIOLOGICAL|BIOLOGICAL|BIOLOGICAL,Area under the concentration-time curve in PK group|Total number of new GdE lesions on T1-weighted brain MRI in Main study group,Absoulte CD19+ B-cell counts for PD assessments|Area under the concentration-time curve in PK group|Total body clearance in PK group|Volume of distribution at steady state in PK group|Safety: Immunogenecity|Annualized Relapse Rate (ARR)|Change in Expanded Disability Status Score (EDSS)|Change in Multiple Sclerosis Functional Composite Score (MSFCS)|Total Number of Lesions on Brain Magnetic Resonance Imaging|Volume of Hypointense Lesions on T1-weighted Brain Magnetic Resonance Imaging|Brain Volume on Brain Magnetic Resonance Imaging|Number of participants with treatment-related adverse events as assessed by CTCAE v5.0,False,
NCT05182398,Validity and Reliability of the Modified Four Square Step Test in Multiple Sclerosis Patients,Investigation of Validity and Reliability of the Modified Four Square Step Test in Multiple Sclerosis Patients,WITHDRAWN,2022-05-15,2022-07-15,2022-08-15,2025-03-10,2022-01-10,OBSERVATIONAL,,0.0,ACTUAL,Kahramanmaras Sutcu Imam University,OTHER,,,Multiple Sclerosis,Fall|Modified Four Square Step Test|Multiple sclerosis|Balance,,,,0,Assesment,OTHER,Modified Four Square Step Test|Modified Four Square Step Test,Berg Balance scale|Dynamic Gait Index|Activity-Specific Balance Confidence Scale,False,
NCT04236544,Patient Experiences of Multiple Sclerosis (PExMS),Impact of a Multimedia Website With Patient Experiences of Multiple Sclerosis (PExMS) on Immunotherapy Decision-making: a Pilot Randomised Controlled Trial in a Mixed-methods Design,NOT_YET_RECRUITING,2024-01-01,2025-12-31,2025-12-31,2023-02-08,2020-01-22,INTERVENTIONAL,NA,55.0,ESTIMATED,Universitätsklinikum Hamburg-Eppendorf,OTHER,"Marianne-Strauss-Klinik, Berg, Germany|Gesundheitszentrum St. Johannes Hospital, Bonn, Germany|University Hospital Cologne, Cologne, Germany|Rechts der Isar Hospital, Munich, Germany|University Medical Center Schleswig-Holstein, Kiel, Germany",UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN,"Multiple Sclerosis|Multiple Sclerosis, Relapsing-Remitting|Patient Engagement|Self Efficacy",multiple sclerosis|decision making|decision support|web-based experiential information|patient experiences|narrative information,,,,0,PExMS and DECIMS-Wiki|DECIMS-Wiki,BEHAVIORAL|BEHAVIORAL,Testing the feasibility of an intervention using patients' experiences as a supplement to evidence-based information in a pilot randomized controlled trial,Preparation for Decision Making|Decisional Conflict|Self-reported impact of eHealth on its users|Affective forecasting in regard to immunotherapies|Self-confidence in decision-making|Patients' beliefs about the necessity of their medication and their concerns about the current medication|Adherence,False,
NCT02004444,JC Virus Reactivation in Multiple Sclerosis,JC Virus Reactivation in Multiple Sclerosis,COMPLETED,2010-10,2016-01,2016-01,2016-01-29,2013-12-09,OBSERVATIONAL,,50.0,ACTUAL,Beth Israel Deaconess Medical Center,OTHER,National Multiple Sclerosis Society|Biogen,OTHER|INDUSTRY,Progressive Multifocal Leukoencephalopathy|Multiple Sclerosis,JC Virus|Natalizumab,United States,Boston,Massachusetts,1,,,"Molecular determinants of JCV reactivation in blood, urine, and CSF",Humoral and Cellular Immune Response to JCV,False,
NCT00947232,Motivational Interviewing to Increase Physical Activity to Treat Depression in People Aging With MS or SCI,The Effectiveness of Physical Activity for Major Depression in People Aging With Multiple Sclerosis or Spinal Cord Injury,COMPLETED,2009-10,2012-12,2013-03,2017-05-05,2009-07-28,INTERVENTIONAL,NA,123.0,ACTUAL,University of Washington,OTHER,,,Multiple Sclerosis|Spinal Cord Injury,major depressive disorder|physical activity|aging with physical disability|motivational interviewing,United States,Seattle,Washington,1,Motivational interviewing|Education,BEHAVIORAL|BEHAVIORAL,HAM-D,International Physical Activity Questionnaire,False,
NCT05532163,A Study to Investigate the Radiological Onset of Action After Treatment Initiation With Subcutaneous (SC) Natalizumab in Participants With Relapsing-Remitting Multiple Sclerosis (RRMS),"A Prospective, Multicenter, Interventional, Open-Label, Single-arm Phase IV Study Over 24 Weeks to Investigate the Radiological Onset of Action After Treatment Initiation With Subcutaneous Natalizumab in Patients With Relapsing-Remitting Multiple Sclerosis (TYS-ON)",TERMINATED,2023-01-23,2023-10-09,2023-10-09,2024-06-21,2022-09-08,INTERVENTIONAL,PHASE4,1.0,ACTUAL,Biogen,INDUSTRY,,,"Multiple Sclerosis, Relapsing-Remitting",,Germany,Bamberg,,2,Natalizumab,DRUG,Cumulative Number of Active Lesions (CUALs) Through Week 24,"Cumulative Number of CUALs Through Weeks 4, 8, and 12|Absolute Number of CUALs at Weeks 4, 8, 12, and 24|Mean Change From Baseline of CUALs at Weeks 4, 8, 12, and 24|Cumulative Number of New Gd-Enhancing Lesions Through Weeks 4, 8, 12, and 24|Absolute Number of New Gd-Enhancing Lesions at Weeks 4, 8, 12, and 24|Absolute Number of Persisting Gd-Enhancing Lesions at Weeks 4, 8, 12, and 24|Absolute Number of Any (New or Persisting) Gd-Enhancing Lesions at Weeks 4, 8, 12, and 24|Change From Baseline of Any (New or Persisting) Gd-Enhancing Lesions at Weeks 4, 8, 12, and 24|Cumulative Number of New or Enlarging T2 Lesions at Weeks 4, 8, 12, and 24|Absolute Number of New or Enlarging T2 Lesions at Weeks 4, 8, 12, and 24|Change From Baseline of New or Enlarging T2 Lesions at Weeks 4, 8, 12, and 24|Annualized Relapse Rate|Time to First Relapse|Number of Participants With Expanded Disability Status Scale (EDSS) Improvement and Stable Disease and Worsening at Weeks 12, and 24|Trough Serum Natalizumab Concentration (Ctrough)|Trough alpha 4 (α4) Integrin Saturation|Change From Baseline in Lymphocyte Subsets Count|Change From Baseline in Anti-Natalizumab Antibodies|Persistence of Anti-Natalizumab Antibodies|Number of Participants With Adverse Events (AEs) and Serious Adverse Events (SAEs)",False,
NCT04054050,Bright Light Therapy for Sleep Disturbance in People With Multiple Sclerosis,Bright Light Therapy for Sleep Disturbance in People With Multiple Sclerosis,ENROLLING_BY_INVITATION,2021-02-22,2025-01-30,2026-01-30,2025-02-03,2019-08-13,INTERVENTIONAL,NA,24.0,ESTIMATED,Johns Hopkins University,OTHER,National Institute on Minority Health and Health Disparities (NIMHD)|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH|NIH,Multiple Sclerosis,sleep disturbance|insomnia|fatigue,United States,Baltimore,Maryland,1,Light therapy,OTHER,Number of adverse events,Change in sleep quantity as assessed by the Pittsburgh Sleep Quality Index (PSQI)|Change in sleep efficiency as assessed by the Pittsburgh Sleep Quality Index (PSQI)|Change in overall sleep quality as assessed by the Pittsburgh Sleep Quality Index (PSQI)|Change in sleep efficiency as assessed by actigraphy|Change in total sleep time|Change in insomnia severity as assessed by the Insomnia Severity Index (ISI)|Change in daytime sleepiness as assessed by the Epworth Sleepiness Scale (ESS)|Change in fatigue severity as assessed by the Neuro-QoL fatigue questionnaire|Change in function of intrinsically photosensitive retinal ganglion cells,False,
NCT00240006,A Study Comparing Shared Solutions® Plus MS Center Support Versus Shared Solutions® Alone,"An Open Label, Prospective Parallel Cohort Study Comparing A 90-day Copaxone® Adherence Enhancement Program Among Persons With Multiple Sclerosis Who Participate in Shared Solutions® Alone or in Partnership With Their MS Center",COMPLETED,2006-01,2007-01,2007-09,2011-04-11,2005-10-17,INTERVENTIONAL,PHASE4,307.0,ACTUAL,"Teva Neuroscience, Inc.",INDUSTRY,,,Multiple Sclerosis,Multiple Sclerosis|Copaxone®|Shared Solutions®,,,,0,Shared Solutions® plus MS Center v. Shared Solutions®,PROCEDURE,Adherence rate of Copaxone therapy by procedural intervention,"Compliance of treatment, positive experience of treatment, levels of depression, proportion of time spent, self injection competency ratings, and the risk of non-adherence/non-compliance",False,
NCT02486640,Evaluation of Potential Predictors of Adherence by Investigating a Representative Cohort of Multiple Sclerosis (MS) Patients in Germany Treated With Betaferon,BETAPREDICT - MS Patients Treated With BETAferon®: PREDICTors of Treatment Adherence,COMPLETED,2015-09-08,2019-10-31,2020-01-16,2023-07-24,2015-07-01,OBSERVATIONAL,,162.0,ACTUAL,Bayer,INDUSTRY,,,Multiple Sclerosis,"RRMS, CIS",Germany,Wermsdorf,Saxony,1,"Interferon beta-1b (Betaferon, BAY86-5046)|Betaconnect Autoinjector",DRUG|DEVICE,Compliance to therapy (%)|Persistence of therapy (Yes or No)|Overall adherence to therapy (Yes or No),"Satisfaction with the BETACONNECT autoinjector, recorded by the patient questionnaire|Adherence to Betaferon treatment is associated with: depression, health related quality of life, coping mechanisms, self-management mechanisms, social support, fatigue, and cognition. (Yes or No)|Adherence to Betaferon treatment is associated with number of relapses (Yes or No)|Adherence to Betaferon treatment is associated with EDSS change (Yes or No)|Adherence to Betaferon treatment is associated with utilities of treatment, recorded by the EQ-5D quality of life questionnaire (Yes or No)",False,
NCT03750097,Validation of a Smartwatch in Persons With Multiple Sclerosis,Validation of a Commercially Available Smartwatch for Step Detection in Persons With Multiple Sclerosis,COMPLETED,2018-05-01,2018-12-15,2019-01-31,2019-04-12,2018-11-21,INTERVENTIONAL,NA,58.0,ACTUAL,University of Erlangen-Nürnberg,OTHER,Neurological Rehabilitation Center Quellenhof|ZTM Bad Kissingen,UNKNOWN|OTHER,Multiple Sclerosis,Multiple Sclerosis|Motion sensors|Smartwatch|Steps|Walking|Validation,Germany,Erlangen,,1,Comfortable walking velocity (CWV)|Slow walking velocity (SWV: CWV - 20%)|Fast walking velocity (FWV: CWV + 20%),BEHAVIORAL|BEHAVIORAL|BEHAVIORAL,Step detection during comfortable walking,Step detection during slow walking|Step detection during fast walking,False,
NCT04356248,Training and Energy Management Education to Improve Quality of Life in Persons With Multiple Sclerosis,"High Intensity Training and Energy Management Education vs. Standard Training and Muscle Relaxation, to Improve Quality of Life in Persons With Multiple Sclerosis, a Randomized Controlled Superiority Trial With Six Months' Follow-up",COMPLETED,2020-07-13,2022-05-11,2022-05-11,2022-06-10,2020-04-22,INTERVENTIONAL,NA,106.0,ACTUAL,Klinik Valens,OTHER,"German Sport University, Cologne|University of Applied Sciences and Arts of Southern Switzerland",OTHER|OTHER,Multiple Sclerosis,,Switzerland,Valens,Canton of St. Gallen,1,Endurance Training|Education,BEHAVIORAL|BEHAVIORAL,Short-form 36 (SF-36),Indicators of inflammatory activity|Cardiorespiratory Fitness|Self-efficacy in performing energy conservation strategies (SEPECSA)|Self-perceived competence in activities of daily living (OSA)|Fatigue Scale of motor and cognitive function (FSMC)|Hospital Anxiety and Depression Scale (HADS),False,
NCT00288990,A Serologic Study to Correlate Beta-IFN NAb Titers to Beta-IFN Induced Biomarker Response in Patients With Multiple Sclerosis,Impact of Neutralizing Antibodies on Interferon Responsive Genes Highlights Biomarker Response.,COMPLETED,2006-01,,2007-08,2007-12-24,2006-02-09,OBSERVATIONAL,,300.0,ESTIMATED,Biogen,INDUSTRY,,,Multiple Sclerosis,MS,United States,Birmingham,Alabama,28,,,,,False,
NCT03257358,A Study of Immune Phenotype Biomarkers in Patients With Relapsing Multiple Sclerosis (RMS) After Treatment With 0.5mg Fingolimod,"A 12-Month, Prospective, Multicenter, Two-cohort, Nonrandomized, Open-label Study in Adult Patients With Relapsing Multiple Sclerosis (RMS), to Investigate Changes in Immune Phenotype Biomarkers After Treatment With 0.5mg Fingolimod [FLUENT]",COMPLETED,2017-09-19,2019-03-05,2019-06-28,2021-10-07,2017-08-22,INTERVENTIONAL,PHASE4,382.0,ACTUAL,Novartis Pharmaceuticals,INDUSTRY,,,Relapsing Multiple Sclerosis,Relapsing Multiple Sclerosis|RMS|Relapsing Multiple Sclerosis (RMS)|Multiple Sclerosis|MS|Multiple Sclerosis (MS)|Fingolimod|FLUENT|Immune Phenotype|adult|FTY720,United States,Birmingham,Alabama,66,Fingolimod,DRUG,Change From Baseline to Month 6 in CD4+ Naive T Cells (CCR7+ CD45RA+)|Change From Baseline to Month 6 in CD4+ Central Memory T Cells (CCR7+CD45RA-CD45RO+)|Change From Baseline to Month 6 in CD4+ Effector Memory T Cells (CCR7-CD45RA-CD45RO+)|Change From Baseline to Month 6 in CD4+ Th1 Cells (CXCR3+)|Change From Baseline to Month 6 in CD4+ Th2 Cells (CCR4+)|Change From Baseline to Month 6 in CD4+ Th17 Cells (CCR6+)|Change From Baseline to Month 6 in CD8+ Naive T Cells (CCR7+CD45RA+)|Change From Baseline to Month 6 in CD8+ Central Memory T Cells (CCR7+CD45RA-CD45RO+)|Change From Baseline to Month 6 in CD8+ Effector Memory T Cells (CCR7-CD45RA-CD45RO+)|Change From Baseline to Month 6 in Naive B Lymphocytes (CD19+CD27-)|Change From Baseline to Month 6 in Memory B Lymphocytes (CD19+CD27+)|Change From Baseline to Month 6 in Regulatory B Lymphocytes (CD19+CD24+CD38+)|Change From Baseline to Month 6 in Monocytes (CD14+)|Change From Baseline to Month 6 in Neutrophils (CD16+)|Change From Baseline to Month 6 in NK Cells (CD56+)|Change From Baseline to Month 6 in Total CD4+ Absolute Cell Count|Change From Baseline to Month 6 in Total CD4+ Differential Cell Count|Change From Baseline to Month 6 in Total CD8+ Absolute Cell Count|Change From Baseline to Month 6 in Total CD8+ Differential Cell Counts (%)|Change From Baseline to Month 6 in Total CD19+ Absolute Cell Count|Change From Baseline to Month 6 in Total CD19+ Differential Cell Count (%),Change From Baseline to Month 12 in CD4+ Naive T Cells (CCR7+CD45RA+)|Change From Baseline to Month 12 in CD4+ Central Memory T Cells (CCR7+CD45RA-CD45RO+)|Change From Baseline to Month 12 in CD4+ Effector Memory T Cells (CCR7-CD45RA-CD45RO+)|Change From Baseline to Month 12 in CD4+ Th1 Cells (CXCR3+)|Change From Baseline to Month 12 in CD4+ Th2 Cells (CCR4+)|Change From Baseline to Month 12 in CD4+ Th17 Cells (CCR6+)|Change From Baseline to Month 12 in CD8+ Naive T Cells (CCR7+CD45RA+)|Change From Baseline to Month 12 in CD8+ Central Memory T Cells (CCR7+CD45RA-CD45RO+)|Change From Baseline to Month 12 in CD8+ Effector Memory T Cells (CCR7-CD45RA-CD45RO+)|Change From Baseline to Month 12 in Naive B Lymphocytes (CD19+CD27-)|Change From Baseline to Month 12 in Memory B Lymphocytes (CD19+CD27+)|Change From Baseline to Month 12 in Regulatory B Lymphocytes (CD19+CD24+CD38+)|Change From Baseline to Month 12 in Monocytes (CD14+)|Change From Baseline to Month 12 in Neutrophils (CD16+)|Change From Baseline to Month 12 in NK Cells (CD56+)|Change From Baseline to Month 12 in Total CD4+ Absolute Cell Count|Change From Baseline to Month 12 in Total CD4+ Differential Cell Count (%)|Change From Baseline to Month 12 in Total CD8+ Absolute Cell Count|Change From Baseline to Month 12 in Total CD8+ Differential Cell Counts (%)|Change From Baseline to Month 12 in Total CD19+ Absolute Cell Count|Change From Baseline to Month 12 in Total CD19+ Differential Cell Count (%)|Multiple Sclerosis (MS) Relapses During Treatment|Number of Participants Who Received Steroid Treatment for MS Relapses During Treatment|Change From Baseline in Patient Determined Disease Steps (PDDS)|Change From Baseline in T2 Lesion Burden|Change From Baseline for New Gd-Enhancing T1 Lesion Count|Change From Baseline to Months 6 and 12 in the Anti-JCV Antibody Index (Index/Value),True,2020-07-21
NCT02006160,Effects of Dalfampridine on Cognition in Multiple Sclerosis,Effects of Dalfampridine on Cognition in Multiple Sclerosis,COMPLETED,2011-12,2016-02,2016-02,2020-10-01,2013-12-10,INTERVENTIONAL,PHASE2|PHASE3,61.0,ACTUAL,State University of New York at Buffalo,OTHER,,,Multiple Sclerosis,,United States,Buffalo,New York,1,dalfampridine|placebo,DRUG|DRUG,Symbol Digit Modalities Test,,True,2019-05-07
NCT07037823,Effectiveness of the Combination Strategy of Disease-Modifying Therapy and the Yishen Daluo Yin Modified Formula for Multiple Sclerosis,Effectiveness of the Combination Strategy of Disease-Modifying Therapy and the Yishen Daluo Yin Modified Formula for Multiple Sclerosis: A Prospective Multi-Center Observational Comparative Study,NOT_YET_RECRUITING,2025-07-01,2026-10-31,2026-12-31,2025-06-26,2025-06-26,OBSERVATIONAL,,328.0,ESTIMATED,Ying Gao,OTHER,The Second Hospital of Hebei Medical University|First Affiliated Hospital of Jinan University|Chinese PLA General Hospital,OTHER|OTHER|OTHER,RRMS,,,,,0,Modified Yishen Daluo Yin formula,OTHER,The proportion of patients exhibiting no evidence of disease activity (NEDA) -3 at 48 weeks.,Annual Relapse Rate|Proportion of Patients Without Relapse|Changes in EDSS Compared to Baseline|The proportion of patients with confirmed disability progression within 3 months.|The proportion of patients with confirmed disability progression within 6 months.|Number of newly added gadolinium enhanced T1 lesions|Total number of gadolinium-enhanced T1 lesions|Changes in T1 lesion volume compared with baseline|Number of newly added or enlargement gadolinium enhanced T2 lesions.|Changes in T2 lesion volume compared with baseline|Proportion of patients with treatment interruption|Proportion of patients who terminated treatment|Proportion of patients who switch treatments,False,
